SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Vacant Land,309 Ernray Ln,Gifford,IL,61847,13000,,,Ernray,,20908,,37,,,Active,,,https://www.redfin.com/IL/Gifford/Unknown-Unknown/home/143472753,MRED as Distributed by MLS Grid,12137249,N,Y,40.3058679,-88.0211489
MLS Listing,,Vacant Land,321 Ernray Ln,Gifford,IL,61847,13000,,,Ernray,,20037,,37,,,Active,,,https://www.redfin.com/IL/Gifford/Unknown-Unknown/home/143471877,MRED as Distributed by MLS Grid,12137068,N,Y,40.3058679,-88.0211489
MLS Listing,,Single Family Residential,1815 Cobble Creek Dr,Mahomet,IL,61853,650000,6,4.5,Western Champaign County / Piatt & McClean Counties,3311,22990,2006,38,196,22,Active,,,https://www.redfin.com/IL/Mahomet/1815-Cobble-Creek-Dr-61853/home/127017785,MRED as Distributed by MLS Grid,12120215,N,Y,40.2161755,-88.3714269
MLS Listing,,Single Family Residential,1109 S Prairie St,Champaign,IL,61820,149900,2,2.0,Swigart & Dillman,972,4356,1923,38,154,,Active,,,https://www.redfin.com/IL/Champaign/1109-S-Prairie-St-61820/home/126644109,MRED as Distributed by MLS Grid,12128057,N,Y,40.1034478,-88.2486232
MLS Listing,,Single Family Residential,1003 Page Dr,Champaign,IL,61821,385000,3,2.5,"Champaign, Savoy",2364,13200,1973,38,163,,Active,September-28-2024 11:00 AM,September-28-2024 01:00 PM,https://www.redfin.com/IL/Champaign/1003-Page-Dr-61821/home/126701778,MRED as Distributed by MLS Grid,12109486,N,Y,40.0848897,-88.2591031
MLS Listing,,Ranch,Lot 1 County Road 800 East,Dewey,IL,61840,99000,,,Northern Champaign County / Ford County,,217800,,38,,,Active,,,https://www.redfin.com/IL/Dewey/Lot-1-County-Road-800-E-61840/home/190912018,MRED as Distributed by MLS Grid,12136309,N,Y,40.2767006,-88.3085748
MLS Listing,,Vacant Land,1314 S Duncan Rd,Champaign,IL,61821,26000,,,"Champaign, Savoy",,6500,,38,,,Active,,,https://www.redfin.com/IL/Champaign/1314-S-Duncan-Rd-61821/home/127011500,MRED as Distributed by MLS Grid,12135909,N,Y,40.1007442,-88.2949973
MLS Listing,,Single Family Residential,507 Harpers Fry,Savoy,IL,61874,519900,4,4.0,Liberty on the Lakes,2178,8712,2024,38,239,19,Active,,,https://www.redfin.com/IL/Savoy/507-Harpers-Ferry-61874/home/172916751,MRED as Distributed by MLS Grid,12132097,N,Y,40.0588899,-88.2723125
MLS Listing,,Single Family Residential,621 W Clark St,Champaign,IL,61820,420000,4,2.0,"Champaign, Savoy",3114,8026,1873,39,135,,Active,,,https://www.redfin.com/IL/Champaign/621-W-Clark-St-61820/home/126989453,MRED as Distributed by MLS Grid,12130491,N,Y,40.1150633,-88.2540238
MLS Listing,,Single Family Residential,610 Goldenview Dr,Champaign,IL,61821,163900,3,1.0,Weller's Ridgewood,958,6534,1973,39,171,,Active,,,https://www.redfin.com/IL/Champaign/610-Goldenview-Dr-61821/home/127161372,MRED as Distributed by MLS Grid,12124211,N,Y,40.1102039,-88.3017563
MLS Listing,,Single Family Residential,408 Beringer Cir,Urbana,IL,61802,659000,5,3.5,Beringer Commons,4832,,2000,40,136,17,Active,,,https://www.redfin.com/IL/Urbana/408-Beringer-Cir-61802/home/127032062,MRED as Distributed by MLS Grid,12109929,N,Y,40.1162456,-88.1684333
MLS Listing,,Single Family Residential,2411 Prairieridge Pl,Champaign,IL,61822,549000,3,2.5,Robeson West,4574,14810,2001,40,120,95,Active,September-19-2024 04:30 PM,September-19-2024 06:30 PM,https://www.redfin.com/IL/Champaign/2411-Prairieridge-Pl-61822/home/126807866,MRED as Distributed by MLS Grid,12132545,N,Y,40.0829916,-88.298944
MLS Listing,,Single Family Residential,1112 Lincolnshire Dr,Champaign,IL,61821,349000,4,3.0,"Champaign, Savoy",1833,,1958,41,190,,Active,,,https://www.redfin.com/IL/Champaign/1112-Lincolnshire-Dr-61821/home/186787527,MRED as Distributed by MLS Grid,12113758,N,Y,40.0975468,-88.2645604
MLS Listing,,Single Family Residential,814 W Clark St,Champaign,IL,61820,189900,3,1.0,"Champaign, Savoy",1326,4791,1928,42,143,,Active,,,https://www.redfin.com/IL/Champaign/814-W-Clark-St-61820/home/126836167,MRED as Distributed by MLS Grid,12133833,N,Y,40.1155064,-88.2574075
MLS Listing,,Single Family Residential,1915 Lynwood Dr,Champaign,IL,61821,259900,4,2.0,"Champaign, Savoy",2090,11325,1956,42,124,,Active,,,https://www.redfin.com/IL/Champaign/1915-Lynwood-Dr-61821/home/126731663,MRED as Distributed by MLS Grid,12081630,N,Y,40.0910303,-88.2601809
MLS Listing,,Vacant Land,1937 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1937-S-Stone-Creek-Blvd-61802/home/191982344,MRED as Distributed by MLS Grid,12133593,N,Y,40.09411,-88.1807459
MLS Listing,,Vacant Land,1933 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1933-S-Stone-Creek-Blvd-61802/home/191982343,MRED as Distributed by MLS Grid,12133579,N,Y,40.094123,-88.1807461
MLS Listing,,Vacant Land,1945 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Urbana,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1945-S-Stone-Creek-Blvd-61802/home/191982342,MRED as Distributed by MLS Grid,12133629,N,Y,40.094084,-88.1807455
MLS Listing,,Vacant Land,1949 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,13068,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1949-S-Stone-Creek-Blvd-61802/home/191982341,MRED as Distributed by MLS Grid,12133650,N,Y,40.094071,-88.1807452
MLS Listing,,Vacant Land,1941 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1941-S-Stone-Creek-Blvd-61802/home/191982340,MRED as Distributed by MLS Grid,12133609,N,Y,40.094097,-88.1807457
MLS Listing,,Vacant Land,1917 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1917-S-Stone-Creek-Blvd-61802/home/191982259,MRED as Distributed by MLS Grid,12133355,N,Y,40.094175,-88.1807469
MLS Listing,,Vacant Land,1921 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1921-S-Stone-Creek-Blvd-61802/home/191982258,MRED as Distributed by MLS Grid,12133383,N,Y,40.094162,-88.1807467
MLS Listing,,Vacant Land,1925 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1925-S-Stone-Creek-Blvd-61802/home/191982257,MRED as Distributed by MLS Grid,12133408,N,Y,40.094149,-88.1807465
MLS Listing,,Vacant Land,1929 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1929-S-Stone-Creek-Blvd-61802/home/191982256,MRED as Distributed by MLS Grid,12133567,N,Y,40.094136,-88.1807463
MLS Listing,,Vacant Land,1909 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1909-S-Stone-Creek-Blvd-61802/home/191982146,MRED as Distributed by MLS Grid,12131489,N,Y,40.094201,-88.1807474
MLS Listing,,Vacant Land,1913 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10376,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1913-S-Stone-Creek-Blvd-61802/home/191982140,MRED as Distributed by MLS Grid,12131509,N,Y,40.094188,-88.1807472
MLS Listing,,Vacant Land,1905 S Stone Creek Blvd,Urbana,IL,61802,58000,,,Fieldstone,,10018,,42,,,Active,,,https://www.redfin.com/IL/Urbana/1905-S-Stone-Creek-Blvd-61802/home/191981887,MRED as Distributed by MLS Grid,12131460,N,Y,40.094214,-88.1807476
MLS Listing,,Condo/Co-op,2606 Natalie Dr #2606,Champaign,IL,61822,179900,3,2.0,"Champaign, Savoy",1351,,1989,42,133,131,Active,,,https://www.redfin.com/IL/Champaign/2606-Natalie-Dr-61822/unit-2606/home/191978970,MRED as Distributed by MLS Grid,12133389,N,Y,40.1199292,-88.2882419
MLS Listing,,Single Family Residential,206 W Florida Ave,Urbana,IL,61801,318000,4,1.5,Hubbard Terrace,2060,6534,1947,42,154,,Active,,,https://www.redfin.com/IL/Urbana/206-W-Florida-Ave-61801/home/126613998,MRED as Distributed by MLS Grid,12123190,N,Y,40.0984907,-88.2102266
MLS Listing,,Single Family Residential,1655 County Road 2200 Rd E,St. Joseph,IL,61873,375000,4,3.0,Eastern Champaign County / Vermillion County,2837,31798,1962,43,132,,Active,,,https://www.redfin.com/IL/Saint-Joseph/1655-County-Road-2200-E-61873/home/127184683,MRED as Distributed by MLS Grid,12112882,N,Y,40.1212143,-88.0480359
MLS Listing,,Single Family Residential,2501 Willow Rd,Urbana,IL,61802,195800,4,2.0,Urbana,1730,13965,1953,44,113,,Active,,,https://www.redfin.com/IL/Urbana/2501-Willow-Rd-61802/home/127075759,MRED as Distributed by MLS Grid,12125893,N,Y,40.1384328,-88.2012633
MLS Listing,,Single Family Residential,1509 Forest Ridge Dr,Mahomet,IL,61853,700000,4,3.5,Western Champaign County / Piatt & McClean Counties,2161,,2018,45,324,,Active,,,https://www.redfin.com/IL/Mahomet/1509-Forest-Ridge-Dr-61853/home/127778307,MRED as Distributed by MLS Grid,12117628,N,Y,40.211535,-88.3836329
MLS Listing,,Single Family Residential,2804 Lawndale Dr,Champaign,IL,61821,159900,3,1.0,"Champaign, Savoy",1025,6370,1962,45,156,,Active,,,https://www.redfin.com/IL/Champaign/2804-Lawndale-Dr-61821/home/126980606,MRED as Distributed by MLS Grid,12130452,N,Y,40.1001018,-88.2925534
MLS Listing,,Vacant Land,509 Patterson Dr,Fisher,IL,61843,45000,,,Heritage,,10560,,45,,,Active,,,https://www.redfin.com/IL/Fisher/509-Patterson-DR-61843/home/180004866,MRED as Distributed by MLS Grid,12130410,N,Y,40.3147554,-88.3500541
MLS Listing,,Vacant Land,3510 S Duncan Rd,Champaign,IL,61822,886010,,,"Champaign, Savoy",,147668,,45,,,Active,,,https://www.redfin.com/IL/Champaign/3510-S-Duncan-Rd-61822/home/127054982,MRED as Distributed by MLS Grid,12129739,N,Y,40.070058,-88.294135
MLS Listing,,Condo/Co-op,110 Sunset Ct #0,Fisher,IL,61843,182000,2,1.0,Heritage,1022,,2016,46,178,,Active,,,https://www.redfin.com/IL/Fisher/110-Sunset-Ct-61843/home/127273475,MRED as Distributed by MLS Grid,12122348,N,Y,40.3117817,-88.3586986
MLS Listing,,Single Family Residential,908 E Park St,Urbana,IL,61802,99900,2,1.0,Urbana,900,6600,1896,47,111,,Active,,,https://www.redfin.com/IL/Urbana/908-E-Park-St-61802/home/126795423,MRED as Distributed by MLS Grid,12128922,N,Y,40.117402,-88.1966408
MLS Listing,,Condo/Co-op,412 Spring Cir #0,Urbana,IL,61802,185000,3,2.5,Three Willows,1728,,,47,107,247,Active,,,https://www.redfin.com/IL/Urbana/412-Spring-Cir-61802/unit-0/home/126974844,MRED as Distributed by MLS Grid,12067416,N,Y,40.1284362,-88.1939347
MLS Listing,,Single Family Residential,1308 Briarcliff Dr,Urbana,IL,61801,150000,3,1.0,Urbana,856,,1952,48,175,,Active,,,https://www.redfin.com/IL/Urbana/1308-Briarcliff-Dr-61801/home/126943766,MRED as Distributed by MLS Grid,12116323,N,Y,40.1004508,-88.192556
MLS Listing,,Single Family Residential,1409 Sand Dollar Dr,Champaign,IL,61822,359900,4,3.5,"Champaign, Savoy",1585,3800,2024,48,227,10,Active,,,https://www.redfin.com/IL/Champaign/1409-Sand-Dollar-Dr-61822/home/127016393,MRED as Distributed by MLS Grid,12117850,N,Y,40.1303933,-88.3081589
MLS Listing,,Single Family Residential,1413 Sand Dollar Dr,Champaign,IL,61822,359900,4,3.5,"Champaign, Savoy",1585,,2024,48,227,10,Active,,,https://www.redfin.com/IL/Champaign/1413-Sand-Dollar-Dr-61822/home/126470553,MRED as Distributed by MLS Grid,12117888,N,Y,40.130474,-88.308158
MLS Listing,,Single Family Residential,1407 Sand Dollar Dr,Champaign,IL,61822,359900,4,3.5,"Champaign, Savoy",1585,3800,2024,48,227,10,Active,,,https://www.redfin.com/IL/Champaign/1407-Sand-Dollar-Dr-61822/home/127044252,MRED as Distributed by MLS Grid,12117877,N,Y,40.130297,-88.308161
MLS Listing,,Vacant Land,3108 S Duncan Rd,Champaign,IL,61822,770140,,,"Champaign, Savoy",,192535,,48,,,Active,,,https://www.redfin.com/IL/Champaign/3108-S-Duncan-Rd-61822/home/127116063,MRED as Distributed by MLS Grid,12127262,N,Y,40.0747373,-88.294534
MLS Listing,,Single Family Residential,1119 Centennial Dr,Champaign,IL,61821,169900,3,1.0,"Champaign, Savoy",1012,6500,1963,49,168,,Active,,,https://www.redfin.com/IL/Champaign/1119-Centennial-Dr-61821/home/126762210,MRED as Distributed by MLS Grid,12107888,N,Y,40.1028037,-88.2910698
MLS Listing,,Single Family Residential,1703 Hillshire Dr,Urbana,IL,61802,317000,3,2.0,Urbana,1500,7278,2022,49,211,6,Active,,,https://www.redfin.com/IL/Urbana/1703-Hillshire-Dr-61802/home/180003611,MRED as Distributed by MLS Grid,12127033,N,Y,40.0730737,-88.1864495
MLS Listing,,Single Family Residential,512 Stout St,St. Joseph,IL,61873,179900,3,1.0,Walker's,945,10594,1957,49,190,,Active,,,https://www.redfin.com/IL/Saint-Joseph/512-Stout-St-61873/home/126995440,MRED as Distributed by MLS Grid,12127648,N,Y,40.1164691,-88.0367309
MLS Listing,,Single Family Residential,1223 Foothill Dr,Champaign,IL,61821,328900,4,2.5,Lincolnshire,2030,,1960,49,162,,Active,,,https://www.redfin.com/IL/Champaign/1223-Foothill-Dr-61821/home/126798564,MRED as Distributed by MLS Grid,12127170,N,Y,40.0963093,-88.2667629
MLS Listing,,Single Family Residential,4210 Brittany Trail Dr,Champaign,IL,61822,709900,4,3.5,Trails at Brittany,3669,,2000,49,193,21,Active,,,https://www.redfin.com/IL/Champaign/4210-Brittany-Trail-Dr-61822/home/126989700,MRED as Distributed by MLS Grid,12127105,N,Y,40.0928705,-88.3166094
MLS Listing,,Vacant Land,507 Patterson Dr,Fisher,IL,61843,45000,,,Heritage,,10560,,49,,,Active,,,https://www.redfin.com/IL/Fisher/507-Patterson-DR-61843/home/180004865,MRED as Distributed by MLS Grid,12126820,N,Y,40.3147554,-88.3500541
MLS Listing,,Single Family Residential,705 S State St,Champaign,IL,61820,219900,4,2.0,"Champaign, Savoy",1927,10018,1908,50,114,,Active,,,https://www.redfin.com/IL/Champaign/705-S-State-St-61820/home/126643431,MRED as Distributed by MLS Grid,12116402,N,Y,40.1085448,-88.2470703
